job_id,title,company_name,location,date_posted,industry,job_type,job_level,extracted_skills,salary_min,salary_max,salary_currency,is_data_role,url,ingested_at,salary_midpoint
arbeitnow_ui-designer-ai-neobank-app-london-339815,UI Designer - AI Neobank App,Bjak,United Kingdom,2026-09-22,Creative/Marketing,Full Time,,,,,,1,https://www.arbeitnow.co.uk/jobs/companies/bjak/ui-designer-ai-neobank-app-london-339815,2026-09-22T13:57:01Z,
jobicy_144147,AI Creative Producer,Elevenlabs,Europe,2026-09-22,Creative & Design,Full-Time,Any,,,,,0,https://jobicy.com/jobs/144147-ai-creative-producer-2,2026-09-22T13:57:00Z,
arbeitnow_care-expert-france-anywhere-in-france-312014,Care Expert - France 🇫🇷,Alan,Anywhere in France,2026-09-21,Care,Full Time,,,,,,0,https://www.arbeitnow.fr/jobs/companies/alan/care-expert-france-anywhere-in-france-312014,2026-09-22T13:57:01Z,
arbeitnow_remote-on-holiday-support-agent-331036,On Holiday Support Agent,loveholidays,Remote,2026-09-21,Customer Experience,Full Time,,,,,,0,https://www.arbeitnow.fr/jobs/companies/loveholidays/remote-on-holiday-support-agent-331036,2026-09-22T13:57:01Z,
arbeitnow_remote-senior-clinical-research-associate-342707,Senior Clinical Research Associate,Precisionmedicinegroup,Remote,2026-09-21,Clinical Solutions,,,,,,,0,https://www.arbeitnow.fr/jobs/companies/precisionmedicinegroup/remote-senior-clinical-research-associate-342707,2026-09-22T13:57:01Z,
remoteok_1137409,Backend Software Engineer,Airspace Link,Remote,2026-09-19,"golang, dev, engineer, backend, digital nomad",,,,0.0,0.0,,0,https://remoteOK.com/remote-jobs/remote-backend-software-engineer-airspace-link-1137409,2026-09-22T13:57:00Z,0.0
remotive_2091139,🇩🇪 Kundenservice Mobilfunk Inbound - innerhalb der EU (ausgenommen: Deutschland),hey contact heroes GmbH,Europe,2026-09-18,Customer Service,freelance,,,,,,0,https://remotive.com/remote-jobs/customer-service/kundenservice-mobilfunk-inbound-innerhalb-der-eu-ausgenommen-deutschland-2091139,2026-09-22T13:57:00Z,
remoteok_1137398,AI Trainer Image QA Evaluator,iMerit Technology,Remote,2026-09-16,"ai, data annotation, quality assurance",,,,30000.0,40000.0,USD,0,https://remoteOK.com/remote-jobs/remote-ai-trainer-image-qa-evaluator-imerit-technology-1137398,2026-09-22T13:57:00Z,35000.0
remoteok_1137400,Golang Kubernetes Engineer,Arango,Remote,2026-09-16,"golang, golang, engineer",,,,0.0,0.0,,0,https://remoteOK.com/remote-jobs/remote-golang-kubernetes-engineer-arango-1137400,2026-09-22T13:57:00Z,0.0
jobicy_150584,Data Engineer (Marketing Systems),Ruby Labs,Europe,2026-09-14,Data Science & Analytics,Full-Time,Midweight,"SQL, Python, dbt",,,,1,https://jobicy.com/jobs/150584-data-engineer-marketing-systems,2026-09-22T13:57:00Z,
